type,minute,game_id,player_id,club_id,description,player_in,player_assist
Cards,81,4316194,212899,28022,"1. Yellow card  , Foul",0,0
Substitutions,46,4316192,553459,330,", Tactical",341701,0
Substitutions,46,4316192,47592,199,", Tactical",594226,0
Substitutions,69,4316192,480774,330,", Tactical",400960,0
Substitutions,72,4316192,208681,199,", Tactical",57229,0
Substitutions,72,4316192,491701,199,", Tactical",421935,0
Substitutions,76,4316192,565009,199,", Tactical",215915,0
Substitutions,80,4316192,262262,199,", Tactical",547443,0
Substitutions,82,4316192,428791,330,", Tactical",330085,0
Substitutions,90,4316192,80562,330,", Tactical",89718,0
Cards,1,4316192,89297,330,"Yellow card  , Foul",0,0
Cards,22,4316192,258254,330,"1. Yellow card  , Foul",0,0
Cards,28,4316192,262262,199,"1. Yellow card  , Dissent",0,0
Cards,31,4316192,47592,199,"1. Yellow card  , Foul",0,0
Cards,31,4316192,546530,199,"1. Yellow card  , Foul",0,0
Cards,45,4316192,89297,330,"Second yellow  , Foul",0,0
Cards,45,4316192,489893,199,"1. Yellow card  , Dissent",0,0
Cards,51,4316192,80562,330,"1. Yellow card  , Foul",0,0
Cards,64,4316192,106032,330,"1. Yellow card  , Dissent",0,0
Cards,68,4316192,268642,330,"1. Yellow card  , Foul",0,0
Cards,82,4316192,594226,199,"1. Yellow card  , Foul",0,0
Cards,90,4316192,730708,199,"1. Yellow card  , Foul",0,0
Cards,90,4316192,641458,199,"1. Yellow card  , Dissent",0,0
Cards,90,4316192,421935,199,"1. Yellow card  , Dissent",0,0
Goals,24,4316191,373189,978,", Right-footed shot, 1. Goal of the Season",0,0
Goals,37,4316191,862574,978,", Right-footed shot, 1. Goal of the Season Assist: , Corner, 1. Assist of the Season",0,212114
Goals,68,4316191,874223,210,", Right-footed shot, 1. Goal of the Season",0,0
Substitutions,14,4316191,145400,210,", Injury",874223,0
Substitutions,46,4316191,44779,210,", Tactical",129129,0
Substitutions,58,4316191,373170,210,", Tactical",1083600,0
Substitutions,58,4316191,312294,210,", Tactical",1086375,0
Substitutions,64,4316191,60889,978,", Tactical",671145,0
Substitutions,64,4316191,212114,978,", Tactical",1012564,0
Substitutions,74,4316191,313830,978,", Tactical",1083970,0
Substitutions,74,4316191,891353,210,", Tactical",1084816,0
Substitutions,86,4316191,373189,978,", Injury",868891,0
Substitutions,87,4316191,412594,978,", Tactical",527494,0
Cards,17,4316191,212114,978,"1. Yellow card  , Diving",0,0
Cards,65,4316191,659264,978,"1. Yellow card  , Time wasting",0,0
Cards,90,4316191,403296,978,"1. Yellow card  , Foul",0,0
Cards,90,4316191,671145,978,"1. Yellow card  , Time wasting",0,0
Goals,66,4316193,162807,10870,", Right-footed shot, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,348354
Goals,80,4316193,829968,10870,", Counter attack goal, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,594105
Goals,84,4316193,565232,585,", Left-footed shot, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,515638
Substitutions,58,4316193,74758,10870,", Tactical",788361,0
Substitutions,59,4316193,567249,585,", Tactical",88103,0
Substitutions,59,4316193,265660,10870,", Tactical",829968,0
Substitutions,65,4316193,552240,585,", Tactical",515638,0
Substitutions,65,4316193,482144,585,", Tactical",1004725,0
Substitutions,72,4316193,323452,10870,", Tactical",121986,0
Substitutions,72,4316193,982617,10870,", Tactical",594105,0
Substitutions,76,4316193,223560,585,", Tactical",565232,0
Substitutions,76,4316193,229736,585,", Tactical",468304,0
Substitutions,83,4316193,162807,10870,", Tactical",273442,0
Cards,23,4316193,348354,10870,"1. Yellow card  , Foul",0,0
Cards,51,4316193,262851,10870,"1. Yellow card  , Foul",0,0
Cards,54,4316193,162807,10870,"1. Yellow card  , Foul",0,0
Cards,75,4316193,223560,585,"1. Yellow card  , Dissent",0,0
Goals,45,4316190,387611,2462,", Header, 1. Goal of the Season Assist: , Corner, 1. Assist of the Season",0,67920
Goals,47,4316190,162883,8793,", Header, 1. Goal of the Season Assist: , Cross, 1. Assist of the Season",0,670965
Goals,52,4316190,743951,8793,", Header, 1. Goal of the Season Assist: , Cross, 2. Assist of the Season",0,670965
Goals,68,4316190,387611,2462,", Right-footed shot, 2. Goal of the Season Assist: , Pass, 2. Assist of the Season",0,67920
Substitutions,46,4316190,479587,8793,", Tactical",614328,0
Substitutions,46,4316190,577407,8793,", Tactical",670965,0
Substitutions,46,4316190,468247,8793,", Injury",412372,0
Substitutions,46,4316190,1084081,8793,", Tactical",743951,0
Substitutions,58,4316190,198250,2462,", Tactical",75615,0
Substitutions,58,4316190,35537,2462,", Tactical",856085,0
Substitutions,70,4316190,406676,8793,", Tactical",678502,0
Substitutions,80,4316190,67920,2462,", Tactical",884070,0
Substitutions,89,4316190,54590,2462,", Tactical",1119009,0
Cards,10,4316190,432166,8793,"1. Yellow card  , Foul",0,0
Cards,29,4316190,668268,2462,"1. Yellow card  , Dissent",0,0
Cards,44,4316190,406676,8793,"1. Yellow card  , Foul",0,0
Cards,64,4316190,592344,2462,"1. Yellow card  , Dissent",0,0
Cards,81,4316190,670965,8793,"1. Yellow card  , Dissent",0,0
Cards,83,4316190,612162,8793,"1. Yellow card  , Dissent",0,0
Cards,90,4316190,800176,2462,"1. Yellow card  , Foul",0,0
Goals,36,4316196,404321,7178,", Left-footed shot, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,348769
Goals,64,4316196,102574,10492,", Counter attack goal, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",0,205179
Substitutions,18,4316196,164013,10492,", Injury",535037,0
Substitutions,58,4316196,37418,7178,", Tactical",75471,0
Substitutions,61,4316196,29091,10492,", Tactical",813120,0
Substitutions,72,4316196,816144,10492,", Tactical",800177,0
Substitutions,73,4316196,555310,10492,", Injury",583064,0
Substitutions,78,4316196,697845,7178,", Tactical",158333,0
Substitutions,78,4316196,100091,7178,", Tactical",401533,0
Substitutions,86,4316196,404321,7178,", Tactical",224481,0
Substitutions,86,4316196,520470,7178,", Tactical",177690,0
Cards,32,4316196,672292,10492,"1. Yellow card  , Dissent",0,0
Cards,33,4316196,323850,10492,"1. Yellow card  , Dissent",0,0
Cards,45,4316196,102574,10492,"1. Yellow card  , Foul",0,0
Cards,59,4316196,520470,7178,"1. Yellow card  , Handball",0,0
Cards,64,4316196,555310,10492,"1. Yellow card  , Dissent",0,0
Cards,67,4316196,100091,7178,"1. Yellow card  , Foul",0,0
Cards,90,4316196,177690,7178,"1. Yellow card  , Foul",0,0
Cards,90,4316196,79242,10492,"1. Yellow card  , Time wasting",0,0
Cards,90,4316196,363174,10492,"1. Yellow card  , Dissent",0,0
Cards,90,4316196,75471,7178,1. Yellow card,0,0
